sheet,row,column,header,raw_value,display_value
角色-女,4113,AT,判定范围,"矩形(400,120,200)","矩形(400,120,200)"
角色-女,4114,B,ID,7,7
角色-女,4114,C,动作,重击-1,重击-1
角色-女,4114,D,备注,"=""第""&ROUND(0*base!$B$2,0)+1&""F获得""&$V4114&""点核心""",第1F获得20点核心
角色-女,4114,E,发生帧,"=INT(0.3103153*base!$B$2)+ROUND(0.3103153*base!$B$2-INT(0.3103153*base!$B$2),0)+(1-0.3103153>=1-0.5/base!$B$2)",19
角色-女,4114,F,持续帧,"=INT(0.8*base!$B$2)+ROUND(0.8*base!$B$2-INT(0.8*base!$B$2),0)+(1-0.8>=1-0.5/base!$B$2)",48
角色-女,4114,O,可弹刀,×,×
角色-女,4114,P,可脱手,√,√
角色-女,4114,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D48DA0>,11.16
角色-女,4114,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D485F0>,7.44
角色-女,4114,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D48590>,0.24
角色-女,4114,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D48560>,0.75
角色-女,4114,V,核心回收1,=2000*0.01,20
角色-女,4114,Y,受击韧性系数,0.4219,0.4219
角色-女,4114,Z,中断优先级,2,2
角色-女,4114,AA,位置状态,地面,地面
角色-女,4114,AM,命中类型,目标,目标
角色-女,4114,AN,位置基准,莫宁,莫宁
角色-女,4114,AR,位置基准偏移,"(0,0,105)","(0,0,105)"
角色-女,4114,AS,中心位置偏移,"(1600,0,0)","(1600,0,0)"
角色-女,4114,AT,判定范围,"矩形(1600,40,40)","矩形(1600,40,40)"
角色-女,4115,C,动作,重击-2,重击-2
角色-女,4115,E,发生帧,"=INT(0.66430056*base!$B$2)+ROUND(0.66430056*base!$B$2-INT(0.66430056*base!$B$2),0)+(1-0.66430056>=1-0.5/base!$B$2)",40
角色-女,4115,F,持续帧,"=INT(0.8*base!$B$2)+ROUND(0.8*base!$B$2-INT(0.8*base!$B$2),0)+(1-0.8>=1-0.5/base!$B$2)",48
角色-女,4115,O,可弹刀,×,×
角色-女,4115,P,可脱手,√,√
角色-女,4115,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D49820>,11.16
角色-女,4115,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D497F0>,7.44
角色-女,4115,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D49790>,0.24
角色-女,4115,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D49760>,0.75
角色-女,4115,Z,中断优先级,2,2
角色-女,4115,AA,位置状态,地面,地面
角色-女,4115,AM,命中类型,目标,目标
角色-女,4115,AN,位置基准,莫宁,莫宁
角色-女,4115,AR,位置基准偏移,"(0,0,105)","(0,0,105)"
角色-女,4115,AS,中心位置偏移,"(1600,0,0)","(1600,0,0)"
角色-女,4115,AT,判定范围,"矩形(1600,40,40)","矩形(1600,40,40)"
角色-女,4116,C,动作,重击-3,重击-3
角色-女,4116,E,发生帧,"=INT(1.1726555*base!$B$2)+ROUND(1.1726555*base!$B$2-INT(1.1726555*base!$B$2),0)+(1-1.1726555>=1-0.5/base!$B$2)",70
角色-女,4116,F,持续帧,"=INT(0.2*base!$B$2)+ROUND(0.2*base!$B$2-INT(0.2*base!$B$2),0)+(1-0.2>=1-0.5/base!$B$2)",12
角色-女,4116,G,顿帧-自,"=MAX(CEILING($AF4116*(1-$AD4116),1)-INT(base!$B$3<>TRUE),0)",5
角色-女,4116,H,顿帧-敌,"=MAX(CEILING($AI4116*(1-$AG4116),1)-INT(base!$B$3<>TRUE),0)",5
角色-女,4116,L,派生帧,"=INT(1.5*base!$B$2)+ROUND(1.5*base!$B$2-INT(1.5*base!$B$2),0)+(1-1.5>=1-0.5/base!$B$2)",90
角色-女,4116,M,派生持续帧,"=INT(9.966667*base!$B$2)+ROUND(9.966667*base!$B$2-INT(9.966667*base!$B$2),0)+(1-9.966667>=1-0.5/base!$B$2)",598
角色-女,4116,N,动作结束帧,"=INT(2.3333333*base!$B$2)+ROUND(2.3333333*base!$B$2-INT(2.3333333*base!$B$2),0)+(1-2.3333333>=1-0.5/base!$B$2)",140
角色-女,4116,O,可弹刀,×,×
角色-女,4116,P,可脱手,√,√
角色-女,4116,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D4A8D0>,14.88
角色-女,4116,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D4A8A0>,9.92
角色-女,4116,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D4A870>,0.31
角色-女,4116,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D4A810>,1
角色-女,4116,Z,中断优先级,2,2
角色-女,4116,AA,位置状态,地面,地面
角色-女,4116,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4116,AD,自膨胀系数,0.05,0.05
角色-女,4116,AF,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.1*base!$B$2)+ROUND(0.1*base!$B$2-INT(0.1*base!$B$2),0)+(1-0.1>=1-0.5/base!$B$2),0)",6
角色-女,4116,AG,敌膨胀系数,0.02,0.02
角色-女,4116,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.1*base!$B$2)+ROUND(0.1*base!$B$2-INT(0.1*base!$B$2),0)+(1-0.1>=1-0.5/base!$B$2),0)",6
角色-女,4116,AM,命中类型,目标,目标
角色-女,4116,AN,位置基准,莫宁,莫宁
角色-女,4116,AR,位置基准偏移,"(0,0,100)","(0,0,100)"
角色-女,4116,AS,中心位置偏移,"(1900,0,0)","(1900,0,0)"
角色-女,4116,AT,判定范围,"矩形(1900,150,150)","矩形(1900,150,150)"
角色-女,4117,B,ID,8,8
角色-女,4117,C,动作,强化重击,强化重击
角色-女,4117,D,备注,"=""第""&ROUND(0.8*base!$B$2,0)&""F获得30秒观测状态、清空核心""",第48F获得30秒观测状态、清空核心
角色-女,4117,E,发生帧,"=INT(0.36950025*base!$B$2)+ROUND(0.36950025*base!$B$2-INT(0.36950025*base!$B$2),0)+(1-0.36950025>=1-0.5/base!$B$2)",22
角色-女,4117,F,持续帧,"=INT(0.3*base!$B$2)+ROUND(0.3*base!$B$2-INT(0.3*base!$B$2),0)+(1-0.3>=1-0.5/base!$B$2)",18
角色-女,4117,G,顿帧-自,"=MAX(CEILING($AF4117*(1-$AD4117),1)-INT(base!$B$3<>TRUE),0)",8
角色-女,4117,H,顿帧-敌,"=MAX(CEILING($AI4117*(1-$AG4117),1)-INT(base!$B$3<>TRUE),0)",8
角色-女,4117,N,动作结束帧,"=INT(1.2*base!$B$2)+ROUND(1.2*base!$B$2-INT(1.2*base!$B$2),0)+(1-1.2>=1-0.5/base!$B$2)",72
角色-女,4117,O,可弹刀,√,√
角色-女,4117,P,可脱手,√,√
角色-女,4117,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D4A150>,44.4
角色-女,4117,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D4A120>,29.6
角色-女,4117,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D4A0F0>,0.93
角色-女,4117,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D4A090>,2.96
角色-女,4117,V,核心回收1,=0-10000*0.01,-100
角色-女,4117,Y,受击韧性系数,0.2373,0.2373
角色-女,4117,Z,中断优先级,5,5
角色-女,4117,AA,位置状态,地转空,地转空
角色-女,4117,AB,状态转换时间,"=INT(0.36666664*base!$B$2)+ROUND(0.36666664*base!$B$2-INT(0.36666664*base!$B$2),0)+(1-0.36666664>=1-0.5/base!$B$2)",22
角色-女,4117,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4117,AD,自膨胀系数,0.05,0.05
角色-女,4117,AF,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.15*base!$B$2)+ROUND(0.15*base!$B$2-INT(0.15*base!$B$2),0)+(1-0.15>=1-0.5/base!$B$2),0)",9
角色-女,4117,AG,敌膨胀系数,0.05,0.05
角色-女,4117,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.15*base!$B$2)+ROUND(0.15*base!$B$2-INT(0.15*base!$B$2),0)+(1-0.15>=1-0.5/base!$B$2),0)",9
角色-女,4117,AM,命中类型,目标,目标
角色-女,4117,AN,位置基准,莫宁,莫宁
角色-女,4117,AR,位置基准偏移,"(350,0,250)","(350,0,250)"
角色-女,4117,AT,判定范围,"矩形(300,400,250)","矩形(300,400,250)"
角色-女,4118,B,ID,9,9
角色-女,4118,C,动作,谐振场,谐振场
角色-女,4118,D,备注,"矩形(2600,2600,2700),获得观测状态时生成","矩形(2600,2600,2700),获得观测状态时生成"
角色-女,4118,E,发生帧,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4118,F,持续帧,"=INT(25*base!$B$2)+ROUND(25*base!$B$2-INT(25*base!$B$2),0)+(1-25>=1-0.5/base!$B$2)",1500
角色-女,4118,O,可弹刀,×,×
角色-女,4118,P,可脱手,√,√
角色-女,4118,Y,受击韧性系数,1,1
角色-女,4118,Z,中断优先级,0,0
角色-女,4118,AA,位置状态,空中,空中
角色-女,4118,AM,命中类型,队伍,队伍
角色-女,4118,AN,位置基准,莫宁,莫宁
角色-女,4118,AR,位置基准偏移,"(600,0,750)","(600,0,750)"
角色-女,4118,AT,判定范围,"矩形(2600,2600,2700)","矩形(2600,2600,2700)"
角色-女,4119,C,动作,强谐振场,强谐振场
角色-女,4119,D,备注,"球形(3100,0,0),施放大招时生成,赋予角色强场状态","球形(3100,0,0),施放大招时生成,赋予角色强场状态"
角色-女,4119,E,发生帧,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4119,F,持续帧,"=INT(25*base!$B$2)+ROUND(25*base!$B$2-INT(25*base!$B$2),0)+(1-25>=1-0.5/base!$B$2)",1500
角色-女,4119,O,可弹刀,×,×
角色-女,4119,P,可脱手,√,√
角色-女,4119,Z,中断优先级,0,0
角色-女,4119,AA,位置状态,空中,空中
角色-女,4119,AM,命中类型,队伍,队伍
角色-女,4119,AN,位置基准,莫宁,莫宁
角色-女,4119,AT,判定范围,"球形(3100,0,0)","球形(3100,0,0)"
角色-女,4120,C,动作,谐振场-治疗,谐振场-治疗
角色-女,4120,D,备注,"=""持续帧内每""&ROUNDUP(3*base!$B$2,0)&""F进行一次判定，被命中后回血，仅对己方生效""",持续帧内每180F进行一次判定，被命中后回血，仅对己方生效
角色-女,4120,E,发生帧,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4120,F,持续帧,"=INT(25*base!$B$2)+ROUND(25*base!$B$2-INT(25*base!$B$2),0)+(1-25>=1-0.5/base!$B$2)",1500
角色-女,4120,Z,中断优先级,0,0
角色-女,4120,AA,位置状态,空中,空中
角色-女,4120,AM,命中类型,队伍,队伍
角色-女,4120,AN,位置基准,莫宁,莫宁
角色-女,4120,AR,位置基准偏移,"(600,0,750)","(600,0,750)"
角色-女,4120,AT,判定范围,"矩形(2600,2600,2700)","矩形(2600,2600,2700)"
角色-女,4121,C,动作,强谐振场-治疗,强谐振场-治疗
角色-女,4121,E,发生帧,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4121,F,持续帧,"=INT(25*base!$B$2)+ROUND(25*base!$B$2-INT(25*base!$B$2),0)+(1-25>=1-0.5/base!$B$2)",1500
角色-女,4121,Z,中断优先级,0,0
角色-女,4121,AA,位置状态,空中,空中
角色-女,4121,AM,命中类型,队伍,队伍
角色-女,4121,AN,位置基准,莫宁,莫宁
角色-女,4121,AT,判定范围,"球形(3100,0,0)","球形(3100,0,0)"
角色-女,4122,C,动作,谐振场-偏谐效率,谐振场-偏谐效率
角色-女,4122,D,备注,全队偏谐效率+50%，解锁C2时额外+20%,全队偏谐效率+50%，解锁C2时额外+20%
角色-女,4122,Z,中断优先级,0,0
角色-女,4122,AA,位置状态,空中,空中
角色-女,4123,C,动作,谐振场-抗打断,谐振场-抗打断
角色-女,4123,D,备注,被场命中的角色受击削韧减免25%,被场命中的角色受击削韧减免25%
角色-女,4123,Z,中断优先级,0,0
角色-女,4123,AA,位置状态,空中,空中
角色-女,4124,C,动作,强谐振场-防御加成,强谐振场-防御加成
角色-女,4124,D,备注,强场状态用，全队获得20%防御加成,强场状态用，全队获得20%防御加成
角色-女,4124,Z,中断优先级,0,0
角色-女,4124,AA,位置状态,空中,空中
角色-女,4125,C,动作,谐振场-伤害前置,谐振场-伤害前置
角色-女,4125,D,备注,脱手后自行生成伤害1、伤害2,脱手后自行生成伤害1、伤害2
角色-女,4125,E,发生帧,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4125,F,持续帧,"=INT(25*base!$B$2)+ROUND(25*base!$B$2-INT(25*base!$B$2),0)+(1-25>=1-0.5/base!$B$2)",1500
角色-女,4125,O,可弹刀,×,×
角色-女,4125,P,可脱手,√,√
角色-女,4125,Z,中断优先级,0,0
角色-女,4125,AA,位置状态,空中,空中
角色-女,4126,C,动作,谐振场-伤害1,谐振场-伤害1
角色-女,4126,D,备注,"=""球形半径2350,持续帧内每""&ROUNDUP(0.45*base!$B$2,0)&""F进行一次判定，最多5次""","球形半径2350,持续帧内每27F进行一次判定，最多5次"
角色-女,4126,E,发生帧,"=INT((0+0.01)*base!$B$2)+ROUND((0+0.01)*base!$B$2-INT((0+0.01)*base!$B$2),0)+(1-(0+0.01)>=1-0.5/base!$B$2)",1
角色-女,4126,F,持续帧,"=INT(2*base!$B$2)+ROUND(2*base!$B$2-INT(2*base!$B$2),0)+(1-2>=1-0.5/base!$B$2)",120
角色-女,4126,H,顿帧-敌,"=MAX(CEILING($AI4126*(1-$AG4126),1)-INT(base!$B$3<>TRUE),0)",5
角色-女,4126,O,可弹刀,×,×
角色-女,4126,P,可脱手,√,√
角色-女,4126,Q,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292EF164C80>,√,√
角色-女,4126,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D86300>,0
角色-女,4126,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D86330>,0
角色-女,4126,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D86360>,0
角色-女,4126,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D863C0>,0
角色-女,4126,Z,中断优先级,0,0
角色-女,4126,AA,位置状态,空中,空中
角色-女,4126,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4126,AG,敌膨胀系数,0.01,0.01
角色-女,4126,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.1*base!$B$2)+ROUND(0.1*base!$B$2-INT(0.1*base!$B$2),0)+(1-0.1>=1-0.5/base!$B$2),0)",6
角色-女,4126,AM,命中类型,目标,目标
角色-女,4126,AN,位置基准,谐振场,谐振场
角色-女,4126,AT,判定范围,"球形(2350,0,0)","球形(2350,0,0)"
角色-女,4127,C,动作,谐振场-伤害2,谐振场-伤害2
角色-女,4127,D,备注,"矩形(300,300,300),非QTE期间在目标处生成","矩形(300,300,300),非QTE期间在目标处生成"
角色-女,4127,E,发生帧,"=INT((0+0.39)*base!$B$2)+ROUND((0+0.39)*base!$B$2-INT((0+0.39)*base!$B$2),0)+(1-(0+0.39)>=1-0.5/base!$B$2)",23
角色-女,4127,F,持续帧,"=INT(0.1*base!$B$2)+ROUND(0.1*base!$B$2-INT(0.1*base!$B$2),0)+(1-0.1>=1-0.5/base!$B$2)",6
角色-女,4127,O,可弹刀,×,×
角色-女,4127,P,可脱手,√,√
角色-女,4127,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D840B0>,99.61
角色-女,4127,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D84080>,66.4
角色-女,4127,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D84050>,2.08
角色-女,4127,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D85580>,6.65
角色-女,4127,Z,中断优先级,0,0
角色-女,4127,AA,位置状态,空中,空中
角色-女,4127,AM,命中类型,目标,目标
角色-女,4127,AN,位置基准,目标,目标
角色-女,4127,AT,判定范围,"矩形(300,300,300)","矩形(300,300,300)"
角色-女,4128,B,ID,10,10
角色-女,4128,C,动作,观测A1,观测A1
角色-女,4128,D,备注,"=""脱手后延迟""&ROUNDUP(0.2*base!$B$2,0)&""F生效，持续帧内每""&ROUNDUP(0.13*base!$B$2,0)&""F进行一次判定，最多4次""",脱手后延迟12F生效，持续帧内每8F进行一次判定，最多4次
角色-女,4128,E,发生帧,"=INT(0.23333335*base!$B$2)+ROUND(0.23333335*base!$B$2-INT(0.23333335*base!$B$2),0)+(1-0.23333335>=1-0.5/base!$B$2)",14
角色-女,4128,F,持续帧,"=INT((0.7-0.2)*base!$B$2)+ROUND((0.7-0.2)*base!$B$2-INT((0.7-0.2)*base!$B$2),0)+(1-(0.7-0.2)>=1-0.5/base!$B$2)",30
角色-女,4128,H,顿帧-敌,"=MAX(CEILING($AI4128*(1-$AG4128),1)-INT(base!$B$3<>TRUE),0)",2
角色-女,4128,L,派生帧,"=INT(0.35*base!$B$2)+ROUND(0.35*base!$B$2-INT(0.35*base!$B$2),0)+(1-0.35>=1-0.5/base!$B$2)",21
角色-女,4128,M,派生持续帧,"=INT(2.6268837*base!$B$2)+ROUND(2.6268837*base!$B$2-INT(2.6268837*base!$B$2),0)+(1-2.6268837>=1-0.5/base!$B$2)",158
角色-女,4128,N,动作结束帧,"=INT(0.71524125*base!$B$2)+ROUND(0.71524125*base!$B$2-INT(0.71524125*base!$B$2),0)+(1-0.71524125>=1-0.5/base!$B$2)",43
角色-女,4128,O,可弹刀,√,√
角色-女,4128,P,可脱手,√,√
角色-女,4128,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D84B00>,10.5
角色-女,4128,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D84AD0>,7
角色-女,4128,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D84AA0>,0.22
角色-女,4128,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D84A70>,0.35
角色-女,4128,V,核心回收1,=0+250*0.01,2.5
角色-女,4128,Y,受击韧性系数,1,1
角色-女,4128,Z,中断优先级,2,2
角色-女,4128,AA,位置状态,空中,空中
角色-女,4128,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4128,AG,敌膨胀系数,0.01,0.01
角色-女,4128,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.05*base!$B$2)+ROUND(0.05*base!$B$2-INT(0.05*base!$B$2),0)+(1-0.05>=1-0.5/base!$B$2),0)",3
角色-女,4128,AM,命中类型,目标,目标
角色-女,4128,AN,位置基准,目标,目标
角色-女,4128,AT,判定范围,"球形(300,0,0)","球形(300,0,0)"
角色-女,4129,B,ID,11,11
角色-女,4129,C,动作,观测A2,观测A2
角色-女,4129,D,备注,"=""持续帧内每""&ROUNDUP(0.27*base!$B$2,0)&""F进行一次判定，最多4次""",持续帧内每17F进行一次判定，最多4次
角色-女,4129,E,发生帧,"=INT(0.2785198*base!$B$2)+ROUND(0.2785198*base!$B$2-INT(0.2785198*base!$B$2),0)+(1-0.2785198>=1-0.5/base!$B$2)",17
角色-女,4129,F,持续帧,"=INT(1*base!$B$2)+ROUND(1*base!$B$2-INT(1*base!$B$2),0)+(1-1>=1-0.5/base!$B$2)",60
角色-女,4129,G,顿帧-自,"=MAX(CEILING($AF4129*(1-$AD4129),1)-INT(base!$B$3<>TRUE),0)",2
角色-女,4129,H,顿帧-敌,"=MAX(CEILING($AI4129*(1-$AG4129),1)-INT(base!$B$3<>TRUE),0)",2
角色-女,4129,L,派生帧,"=INT(0.65*base!$B$2)+ROUND(0.65*base!$B$2-INT(0.65*base!$B$2),0)+(1-0.65>=1-0.5/base!$B$2)",39
角色-女,4129,M,派生持续帧,"=INT(9.849384*base!$B$2)+ROUND(9.849384*base!$B$2-INT(9.849384*base!$B$2),0)+(1-9.849384>=1-0.5/base!$B$2)",591
角色-女,4129,N,动作结束帧,"=INT(1.1333333*base!$B$2)+ROUND(1.1333333*base!$B$2-INT(1.1333333*base!$B$2),0)+(1-1.1333333>=1-0.5/base!$B$2)",68
角色-女,4129,O,可弹刀,√,√
角色-女,4129,P,可脱手,√,√
角色-女,4129,Q,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292EF164C80>,√,√
角色-女,4129,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D859D0>,19.5
角色-女,4129,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D85A60>,13
角色-女,4129,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D85A90>,0.41
角色-女,4129,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D85AC0>,0.64
角色-女,4129,V,核心回收1,=0+300*0.01,3
角色-女,4129,Y,受击韧性系数,0.75,0.75
角色-女,4129,Z,中断优先级,2,2
角色-女,4129,AA,位置状态,空中,空中
角色-女,4129,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4129,AD,自膨胀系数,0.01,0.01
角色-女,4129,AF,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.05*base!$B$2)+ROUND(0.05*base!$B$2-INT(0.05*base!$B$2),0)+(1-0.05>=1-0.5/base!$B$2),0)",3
角色-女,4129,AG,敌膨胀系数,0.01,0.01
角色-女,4129,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.05*base!$B$2)+ROUND(0.05*base!$B$2-INT(0.05*base!$B$2),0)+(1-0.05>=1-0.5/base!$B$2),0)",3
角色-女,4129,AM,命中类型,目标,目标
角色-女,4129,AN,位置基准,目标,目标
角色-女,4129,AT,判定范围,"球形(700,0,0)","球形(700,0,0)"
角色-女,4130,B,ID,12,12
角色-女,4130,C,动作,观测A2-闪避反击,观测A2-闪避反击
角色-女,4130,D,备注,"=""持续帧内每""&ROUNDUP(0.27*base!$B$2,0)&""F进行一次判定，最多4次""",持续帧内每17F进行一次判定，最多4次
角色-女,4130,E,发生帧,"=INT(0.27852*base!$B$2)+ROUND(0.27852*base!$B$2-INT(0.27852*base!$B$2),0)+(1-0.27852>=1-0.5/base!$B$2)",17
角色-女,4130,F,持续帧,"=INT(1*base!$B$2)+ROUND(1*base!$B$2-INT(1*base!$B$2),0)+(1-1>=1-0.5/base!$B$2)",60
角色-女,4130,G,顿帧-自,"=MAX(CEILING($AF4130*(1-$AD4130),1)-INT(base!$B$3<>TRUE),0)",2
角色-女,4130,H,顿帧-敌,"=MAX(CEILING($AI4130*(1-$AG4130),1)-INT(base!$B$3<>TRUE),0)",2
角色-女,4130,I,无敌启动帧,"=INT(0*base!$B$2)+ROUND(0*base!$B$2-INT(0*base!$B$2),0)+(1-0>=1-0.5/base!$B$2)",1
角色-女,4130,J,无敌持续帧,"=INT(0.8288007*base!$B$2)+ROUND(0.8288007*base!$B$2-INT(0.8288007*base!$B$2),0)+(1-0.8288007>=1-0.5/base!$B$2)",50
角色-女,4130,L,派生帧,"=INT(0.66572356*base!$B$2)+ROUND(0.66572356*base!$B$2-INT(0.66572356*base!$B$2),0)+(1-0.66572356>=1-0.5/base!$B$2)",40
角色-女,4130,M,派生持续帧,"=INT(1.162363*base!$B$2)+ROUND(1.162363*base!$B$2-INT(1.162363*base!$B$2),0)+(1-1.162363>=1-0.5/base!$B$2)",70
角色-女,4130,N,动作结束帧,"=INT(1.7333333*base!$B$2)+ROUND(1.7333333*base!$B$2-INT(1.7333333*base!$B$2),0)+(1-1.7333333>=1-0.5/base!$B$2)",104
角色-女,4130,O,可弹刀,√,√
角色-女,4130,P,可脱手,√,√
角色-女,4130,Q,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292EF164C80>,√,√
角色-女,4130,R,削韧值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D86750>,19.5
角色-女,4130,S,偏谐值,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D86780>,13
角色-女,4130,T,大招回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D867B0>,0.41
角色-女,4130,U,协奏回收,<openpyxl.worksheet.formula.ArrayFormula object at 0x00000292F0D867E0>,0.64
角色-女,4130,V,核心回收1,=300*0.01,3
角色-女,4130,Y,受击韧性系数,0.178,0.178
角色-女,4130,Z,中断优先级,"8,5,2","8,5,2"
角色-女,4130,AA,位置状态,空中,空中
角色-女,4130,AC,时间膨胀类型,攻击顿帧,攻击顿帧
角色-女,4130,AD,自膨胀系数,0.01,0.01
角色-女,4130,AF,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.05*base!$B$2)+ROUND(0.05*base!$B$2-INT(0.05*base!$B$2),0)+(1-0.05>=1-0.5/base!$B$2),0)",3
角色-女,4130,AG,敌膨胀系数,0.01,0.01
角色-女,4130,AI,膨胀持续,"=IF(base!$B$3=FALSE,INT(0.05*base!$B$2)+ROUND(0.05*base!$B$2-INT(0.05*base!$B$2),0)+(1-0.05>=1-0.5/base!$B$2),0)",3
角色-女,4130,AM,命中类型,目标,目标
角色-女,4130,AN,位置基准,目标,目标
角色-女,4130,AT,判定范围,"球形(700,0,0)","球形(700,0,0)"
角色-女,4131,B,ID,13,13
角色-女,4131,C,动作,观测A3-1,观测A3-1
角色-女,4131,D,备注,"=""脱手后延迟""&ROUNDUP(0.3*base!$B$2,0)&""F生效，持续帧内每""&ROUNDUP(0.6*base!$B$2,0)&""F进行一次判定，最多2次""",脱手后延迟18F生效，持续帧内每36F进行一次判定，最多2次
